EVENT_ID_CNTY,EVENT_DATE,EVENT_TYPE,SUB_EVENT_TYPE,ACTOR1,REGION,COUNTRY,LOCATION,LATITUDE,LONGITUDE,SOURCE_SCALE,FATALITIES
IND79501,01-Sep-20,Protests,Peaceful protest,Protesters (India),South Asia,India,Coimbatore,11.005,76.966,National,0
IND79530,01-Sep-20,Riots,Mob violence,Rioters (India),South Asia,India,Nakta,29.623,75.381,National,0
IND79557,02-Sep-20,Protests,Peaceful protest,Protesters (India),South Asia,India,Jammu,32.736,74.869,Subnational,0
IND79587,02-Sep-20,Protests,Peaceful protest,Protesters (India),South Asia,India,Shillong,25.579,91.894,Subnational,0
IND79554,02-Sep-20,Protests,Peaceful protest,Protesters (India),South Asia,India,Srinagar,34.086,74.806,Subnational,0
IND79543,02-Sep-20,Protests,Peaceful protest,Protesters (India),South Asia,India,Palasa,18.773,84.41,Subnational-National,0
IND79558,02-Sep-20,Protests,Protest with intervention,Protesters (India),South Asia,India,Bokaro,23.667,86.148,National,0
IND79552,02-Sep-20,Protests,Peaceful protest,Protesters (India),South Asia,India,Madanapalle,13.55,78.503,National,0
IND79544,02-Sep-20,Protests,Peaceful protest,Protesters (India),South Asia,India,Guntur,16.3,80.457,Subnational,0
IND79553,02-Sep-20,Protests,Peaceful protest,Protesters (India),South Asia,India,Chennai,13.088,80.278,National,0
IND79570,02-Sep-20,Protests,Peaceful protest,Protesters (India),South Asia,India,Chandigarh,30.736,76.788,Subnational,0
IND79593,03-Sep-20,Protests,Peaceful protest,Protesters (India),South Asia,India,Puducherry,11.934,79.83,National,0
IND79601,03-Sep-20,Protests,Peaceful protest,Protesters (India),South Asia,India,Pune,18.52,73.855,National,0
IND79627,04-Sep-20,Protests,Peaceful protest,Protesters (India),South Asia,India,Amritsar,31.634,74.873,National,0
IND79647,04-Sep-20,Protests,Peaceful protest,Protesters (India),South Asia,India,Shimla,31.104,77.167,Subnational,0
IND79628,04-Sep-20,Protests,Peaceful protest,Protesters (India),South Asia,India,Shimla,31.104,77.167,Subnational,0
IND79770,05-Sep-20,Riots,Mob violence,Rioters (India),South Asia,India,Nagpur,21.146,79.085,National,0
IND79800,05-Sep-20,Protests,Peaceful protest,Protesters (India),South Asia,India,Rajkot,22.292,70.793,National,0
IND79653,05-Sep-20,Protests,Peaceful protest,Protesters (India),South Asia,India,Ahmedabad,23.026,72.587,National,0
IND79654,05-Sep-20,Protests,Peaceful protest,Protesters (India),South Asia,India,Shadnagar,17.065,78.213,Subnational,0
IND79691,05-Sep-20,Protests,Protest with intervention,Protesters (India),South Asia,India,Sidhwan Khurd,30.831,75.552,Subnational,0
IND79668,05-Sep-20,Protests,Peaceful protest,Protesters (India),South Asia,India,Hanamkonda,18.01,79.569,Subnational,0
IND79667,05-Sep-20,Protests,Peaceful protest,Protesters (India),South Asia,India,Hyderabad,17.384,78.456,Subnational,0
IND79687,05-Sep-20,Protests,Peaceful protest,Protesters (India),South Asia,India,Mohali,30.68,76.722,Subnational,0
IND79685,05-Sep-20,Protests,Peaceful protest,Protesters (India),South Asia,India,Ludhiana,30.912,75.854,Subnational,0
IND79698,05-Sep-20,Protests,Peaceful protest,Protesters (India),South Asia,India,Bengaluru,12.972,77.594,National,0
IND79875,05-Sep-20,Protests,Peaceful protest,Protesters (India),South Asia,India,Delhi-New Delhi,28.636,77.224,National,0
IND79729,06-Sep-20,Protests,Peaceful protest,Protesters (India),South Asia,India,Jaipur,26.914,75.787,National,0
IND79969,06-Sep-20,Riots,Mob violence,Rioters (India),South Asia,India,Kolkata,22.573,88.375,National,0
IND79788,06-Sep-20,Protests,Peaceful protest,Protesters (India),South Asia,India,Piduguralla,16.479,79.886,Subnational,0
IND79846,07-Sep-20,Protests,Peaceful protest,Protesters (India),South Asia,India,Bathinda,30.211,74.945,Subnational,0
IND79984,07-Sep-20,Protests,Peaceful protest,Protesters (India),South Asia,India,Ludhiana,30.912,75.854,National,0
IND79999,07-Sep-20,Protests,Peaceful protest,Protesters (India),South Asia,India,Moga,30.814,75.169,Subnational,0
IND79908,07-Sep-20,Protests,Peaceful protest,Protesters (India),South Asia,India,Gurdaspur,32.039,75.403,Subnational,0
IND79993,07-Sep-20,Protests,Peaceful protest,Protesters (India),South Asia,India,Mansa,29.988,75.402,Subnational,0
IND79897,07-Sep-20,Protests,Peaceful protest,Protesters (India),South Asia,India,Ferozepur,30.926,74.613,Subnational,0
IND79895,07-Sep-20,Protests,Peaceful protest,Protesters (India),South Asia,India,Faridkot,30.674,74.756,Subnational,0
IND79843,07-Sep-20,Protests,Peaceful protest,Protesters (India),South Asia,India,Barnala,30.375,75.549,Subnational,0
IND80045,07-Sep-20,Protests,Peaceful protest,Protesters (India),South Asia,India,Sangrur,30.245,75.845,Subnational,0
IND79983,07-Sep-20,Protests,Peaceful protest,Protesters (India),South Asia,India,Ludhiana,30.912,75.854,Subnational,0
IND80003,07-Sep-20,Protests,Peaceful protest,Protesters (India),South Asia,India,Muktsar,30.474,74.517,Subnational,0
IND79935,07-Sep-20,Protests,Peaceful protest,Protesters (India),South Asia,India,Jammu,32.736,74.869,Subnational,0
IND79830,07-Sep-20,Protests,Peaceful protest,Protesters (India),South Asia,India,Amritsar,31.634,74.873,Subnational-National,0
IND79876,07-Sep-20,Protests,Peaceful protest,Protesters (India),South Asia,India,Delhi-New Delhi,28.636,77.224,National,0
IND79878,07-Sep-20,Protests,Protest with intervention,Protesters (India),South Asia,India,Delhi-New Delhi,28.636,77.224,National,0
IND80048,07-Sep-20,Riots,Mob violence,Rioters (India),South Asia,India,Shibpur,22.573,88.311,National,0
IND79710,07-Sep-20,Protests,Peaceful protest,Protesters (India),South Asia,India,Coimbatore,11.005,76.966,National,0
IND79782,07-Sep-20,Protests,Peaceful protest,Protesters (India),South Asia,India,Patna,25.594,85.136,National,0
IND79896,07-Sep-20,Protests,Peaceful protest,Protesters (India),South Asia,India,Fazilka,30.402,74.028,Subnational,0
IND79747,07-Sep-20,Protests,Peaceful protest,Protesters (India),South Asia,India,Kochi,9.94,76.26,National,0
IND80020,07-Sep-20,Protests,Peaceful protest,Protesters (India),South Asia,India,Patiala,30.336,76.392,Subnational,0
IND79815,07-Sep-20,Protests,Peaceful protest,Protesters (India),South Asia,India,Virar,19.456,72.811,National,0
IND80013,08-Sep-20,Protests,Peaceful protest,Protesters (India),South Asia,India,Nurpur,32.301,75.885,Subnational,0
IND80050,08-Sep-20,Protests,Peaceful protest,Protesters (India),South Asia,India,Shimla,31.104,77.167,National,0
IND80039,08-Sep-20,Protests,Peaceful protest,Protesters (India),South Asia,India,Roorkee,29.866,77.891,National,0
IND79968,08-Sep-20,Riots,Violent demonstration,Rioters (India),South Asia,India,Kokri Buttran,30.875,75.345,National,0
IND79977,08-Sep-20,Protests,Peaceful protest,Protesters (India),South Asia,India,Langate,34.376,74.307,Subnational,0
IND79939,08-Sep-20,Protests,Peaceful protest,Protesters (India),South Asia,India,Jammu,32.736,74.869,Subnational,0
IND79868,08-Sep-20,Protests,Peaceful protest,Protesters (India),South Asia,India,Contai,21.78,87.749,National,0
IND79816,08-Sep-20,Protests,Peaceful protest,Protesters (India),South Asia,India,Virar,19.456,72.811,National,0
IND79794,08-Sep-20,Protests,Peaceful protest,Protesters (India),South Asia,India,Pune,18.52,73.855,National,0
IND80041,08-Sep-20,Protests,Peaceful protest,Protesters (India),South Asia,India,Rudrapur,28.987,79.403,National,0
IND79763,08-Sep-20,Protests,Peaceful protest,Protesters (India),South Asia,India,Mumbai,19.073,72.883,National,0
IND79985,08-Sep-20,Protests,Peaceful protest,Protesters (India),South Asia,India,Ludhiana,30.912,75.854,Subnational,0
IND79796,09-Sep-20,Protests,Peaceful protest,Protesters (India),South Asia,India,Pune,18.52,73.855,National,0
IND79864,09-Sep-20,Protests,Peaceful protest,Protesters (India),South Asia,India,Chandigarh,30.736,76.788,Subnational,0
IND79976,09-Sep-20,Protests,Peaceful protest,Protesters (India),South Asia,India,Laksar,29.754,78.021,National,0
IND79994,09-Sep-20,Protests,Peaceful protest,Protesters (India),South Asia,India,Mansa,29.988,75.402,Subnational,0
IND79841,09-Sep-20,Protests,Peaceful protest,Protesters (India),South Asia,India,Bandipora,34.417,74.643,Regional,0
IND79823,09-Sep-20,Protests,Peaceful protest,Protesters (India),South Asia,India,Agartala,23.833,91.286,Subnational,0
IND79826,09-Sep-20,Protests,Peaceful protest,Protesters (India),South Asia,India,Alipurduar,26.492,89.527,National,0
IND79827,09-Sep-20,Protests,Peaceful protest,Protesters (India),South Asia,India,Allahabad,25.445,81.843,Subnational,0
IND79916,09-Sep-20,Protests,Peaceful protest,Protesters (India),South Asia,India,Haridwar,29.948,78.16,National,0
IND80040,09-Sep-20,Protests,Peaceful protest,Protesters (India),South Asia,India,Roorkee,29.866,77.891,National,0
IND80022,10-Sep-20,Protests,Peaceful protest,Protesters (India),South Asia,India,Patiala,30.336,76.392,Subnational,0
IND80051,10-Sep-20,Protests,Peaceful protest,Protesters (India),South Asia,India,Shimla,31.104,77.167,Subnational,0
IND80067,10-Sep-20,Protests,Peaceful protest,Protesters (India),South Asia,India,Srinagar,34.086,74.806,Subnational,0
IND79925,10-Sep-20,Protests,Peaceful protest,Protesters (India),South Asia,India,Jalandhar,31.326,75.579,Subnational,0
IND79881,10-Sep-20,Protests,Peaceful protest,Protesters (India),South Asia,India,Delhi-New Delhi,28.636,77.224,National,0
IND79913,10-Sep-20,Protests,Peaceful protest,Protesters (India),South Asia,India,Guwahati,26.189,91.772,Subnational,0
IND80084,10-Sep-20,Protests,Peaceful protest,Protesters (India),South Asia,India,Tezpur,26.653,92.794,Subnational,0
IND79756,10-Sep-20,Protests,Peaceful protest,Protesters (India),South Asia,India,Madurai,9.917,78.12,National,0
IND79828,10-Sep-20,Protests,Peaceful protest,Protesters (India),South Asia,India,Allahabad,25.445,81.843,Subnational,0
IND79987,11-Sep-20,Protests,Peaceful protest,Protesters (India),South Asia,India,Ludhiana,30.912,75.854,Subnational,0
IND79926,11-Sep-20,Protests,Peaceful protest,Protesters (India),South Asia,India,Jalandhar,31.326,75.579,Subnational,0
IND79757,11-Sep-20,Protests,Peaceful protest,Protesters (India),South Asia,India,Madurai,9.917,78.12,Subnational,0
IND80088,11-Sep-20,Protests,Peaceful protest,Protesters (India),South Asia,India,Udhampur,32.924,75.136,Subnational,0
IND79771,11-Sep-20,Protests,Peaceful protest,Protesters (India),South Asia,India,Nagpur,21.146,79.085,National,0
IND80365,12-Sep-20,Protests,Peaceful protest,Protesters (India),South Asia,India,Jammu,32.736,74.869,Subnational,0
IND79920,12-Sep-20,Protests,Peaceful protest,Protesters (India),South Asia,India,Hungpung,25.064,94.329,National,0
IND79982,12-Sep-20,Protests,Protest with intervention,Protesters (India),South Asia,India,Lucknow,26.839,80.923,Subnational,0
IND80403,12-Sep-20,Riots,Mob violence,Rioters (India),South Asia,India,Kolkata,22.573,88.375,National,0
IND79946,12-Sep-20,Protests,Peaceful protest,Protesters (India),South Asia,India,Jammu,32.736,74.869,Subnational,0
IND80364,12-Sep-20,Protests,Peaceful protest,Protesters (India),South Asia,India,Jammu,32.736,74.869,Subnational,0
IND80367,13-Sep-20,Protests,Peaceful protest,Protesters (India),South Asia,India,Jammu,32.736,74.869,Subnational,0
IND80394,13-Sep-20,Protests,Peaceful protest,Protesters (India),South Asia,India,Karnal,29.692,76.984,National,0
IND80174,13-Sep-20,Protests,Peaceful protest,Protesters (India),South Asia,India,Madurai,9.917,78.12,National,0
IND80230,13-Sep-20,Protests,Peaceful protest,Protesters (India),South Asia,India,Seithur,9.405,77.48,National,0
IND80227,13-Sep-20,Protests,Peaceful protest,Protesters (India),South Asia,India,Salem,11.651,78.159,National,0
IND80404,13-Sep-20,Riots,Mob violence,Rioters (India),South Asia,India,Kolkata,22.573,88.375,National,0
IND80231,13-Sep-20,Riots,Mob violence,Rioters (India),South Asia,India,Sheopur,25.673,76.696,National,0
IND80277,13-Sep-20,Riots,Mob violence,Rioters (India),South Asia,India,Ambassa,23.936,91.854,Subnational,0
IND80368,13-Sep-20,Protests,Peaceful protest,Protesters (India),South Asia,India,Jammu,32.736,74.869,Subnational,0
IND80215,14-Sep-20,Protests,Peaceful protest,Protesters (India),South Asia,India,Pune,18.52,73.855,Subnational,0
IND80370,14-Sep-20,Protests,Peaceful protest,Protesters (India),South Asia,India,Jammu,32.736,74.869,Subnational,0
IND80456,14-Sep-20,Protests,Peaceful protest,Protesters (India),South Asia,India,Shimla,31.104,77.167,Subnational-National,0
IND80414,14-Sep-20,Protests,Peaceful protest,Protesters (India),South Asia,India,Ludhiana,30.912,75.854,National,0
IND80327,14-Sep-20,Protests,Peaceful protest,Protesters (India),South Asia,India,Delhi-New Delhi,28.636,77.224,Regional,0
IND80461,14-Sep-20,Protests,Peaceful protest,Protesters (India),South Asia,India,Siliguri,26.727,88.398,Subnational,0
IND80462,14-Sep-20,Protests,Peaceful protest,Protesters (India),South Asia,India,Siliguri,26.727,88.398,Subnational,0
IND80111,14-Sep-20,Protests,Protest with intervention,Protesters (India),South Asia,India,Chennai,13.088,80.278,National,0
IND80398,15-Sep-20,Protests,Peaceful protest,Protesters (India),South Asia,India,Katra,32.992,74.932,Subnational,0
IND80119,15-Sep-20,Protests,Peaceful protest,Protesters (India),South Asia,India,Dhanbad,23.802,86.443,National,0
IND80353,15-Sep-20,Protests,Peaceful protest,Protesters (India),South Asia,India,Haldwani,29.222,79.529,National,0
IND80400,15-Sep-20,Protests,Peaceful protest,Protesters (India),South Asia,India,Kharar,30.746,76.647,National,0
IND80476,15-Sep-20,Protests,Peaceful protest,Protesters (India),South Asia,India,Srinagar,34.086,74.806,Subnational,0
IND80248,15-Sep-20,Protests,Peaceful protest,Protesters (India),South Asia,India,Tirunelveli,8.725,77.684,National,0
IND80464,15-Sep-20,Protests,Peaceful protest,Protesters (India),South Asia,India,Siliguri,26.727,88.398,Subnational,0
IND80258,15-Sep-20,Protests,Peaceful protest,Protesters (India),South Asia,India,Vijayawada,16.507,80.647,National,0
IND80245,15-Sep-20,Protests,Peaceful protest,Protesters (India),South Asia,India,Thoothukudi,8.767,78.134,National,0
IND80259,15-Sep-20,Protests,Peaceful protest,Protesters (India),South Asia,India,Virudhunagar,9.585,77.958,National,0
IND80416,15-Sep-20,Protests,Peaceful protest,Protesters (India),South Asia,India,Ludhiana,30.912,75.854,National,0
IND80112,15-Sep-20,Protests,Peaceful protest,Protesters (India),South Asia,India,Chennai,13.088,80.278,National,0
IND80302,15-Sep-20,Protests,Peaceful protest,Protesters (India),South Asia,India,Bathinda,30.211,74.945,Subnational,0
IND80383,15-Sep-20,Protests,Peaceful protest,Protesters (India),South Asia,India,Jeeda,30.383,74.974,Subnational,0
IND80447,16-Sep-20,Protests,Peaceful protest,Protesters (India),South Asia,India,Rajganj,26.561,88.518,Subnational,0
IND80406,16-Sep-20,Protests,Peaceful protest,Protesters (India),South Asia,India,Kolkata,22.573,88.375,Subnational,0
IND80466,16-Sep-20,Protests,Peaceful protest,Protesters (India),South Asia,India,Siliguri,26.727,88.398,Subnational,0
IND80380,17-Sep-20,Protests,Peaceful protest,Protesters (India),South Asia,India,Jammu,32.736,74.869,Subnational,0
IND80379,17-Sep-20,Protests,Peaceful protest,Protesters (India),South Asia,India,Jammu,32.736,74.869,Subnational,0
IND80337,18-Sep-20,Protests,Peaceful protest,Protesters (India),South Asia,India,Dispur,26.143,91.79,Subnational,0
IND80095,18-Sep-20,Protests,Peaceful protest,Protesters (India),South Asia,India,Ahmedabad,23.026,72.587,National,0
IND80488,18-Sep-20,Protests,Peaceful protest,Protesters (India),South Asia,India,Tezpur,26.653,92.794,Subnational,0
IND80201,18-Sep-20,Protests,Peaceful protest,Protesters (India),South Asia,India,Palakkad,10.774,76.656,National,0
IND81057,18-Sep-20,Protests,Peaceful protest,Protesters (India),South Asia,India,Patiala,30.336,76.392,National,0
IND80828,19-Sep-20,Protests,Peaceful protest,Protesters (India),South Asia,India,Chandigarh,30.736,76.788,Subnational-National,0
IND80264,19-Sep-20,Protests,Peaceful protest,Protesters (India),South Asia,India,Visakhapatnam,17.68,83.202,National,0
IND80573,19-Sep-20,Protests,Peaceful protest,Protesters (India),South Asia,India,Eluru,16.713,81.104,Subnational,0
IND80753,19-Sep-20,Riots,Mob violence,Rioters (India),South Asia,India,Ujjain,23.182,75.776,National,0
IND80356,19-Sep-20,Protests,Peaceful protest,Protesters (India),South Asia,India,Hiyanglam,24.519,93.924,Subnational,0
IND80966,20-Sep-20,Protests,Peaceful protest,Protesters (India),South Asia,India,Kathua,32.387,75.517,Subnational,0
IND81119,20-Sep-20,Protests,Peaceful protest,Protesters (India),South Asia,India,Siliguri,26.727,88.398,Subnational,0
IND80528,20-Sep-20,Protests,Peaceful protest,Protesters (India),South Asia,India,Bhopal,23.255,77.403,National,0
IND81131,20-Sep-20,Protests,Peaceful protest,Protesters (India),South Asia,India,Srinagar,34.086,74.806,Subnational,0
IND80593,20-Sep-20,Protests,Protest with intervention,Protesters (India),South Asia,India,Hyderabad,17.384,78.456,Subnational,0
IND80525,20-Sep-20,Protests,Peaceful protest,Protesters (India),South Asia,India,Bhadrak,21.058,86.496,Subnational,0
IND80929,21-Sep-20,Protests,Peaceful protest,Protesters (India),South Asia,India,Jammu,32.736,74.869,Subnational,0
IND81149,21-Sep-20,Protests,Peaceful protest,Protesters (India),South Asia,India,Tezpur,26.653,92.794,Subnational,0
IND80767,21-Sep-20,Protests,Protest with intervention,Protesters (India),South Asia,India,Agartala,23.833,91.286,National,0
IND80581,21-Sep-20,Protests,Peaceful protest,Protesters (India),South Asia,India,Gulbarga,17.336,76.838,National,0
IND80928,21-Sep-20,Protests,Peaceful protest,Protesters (India),South Asia,India,Jammu,32.736,74.869,Subnational,0
IND80670,21-Sep-20,Protests,Peaceful protest,Protesters (India),South Asia,India,Mumbai,19.073,72.883,Subnational,0
IND80953,21-Sep-20,Protests,Protest with intervention,Protesters (India),South Asia,India,Kailashahar,24.332,92.004,National,0
IND80631,21-Sep-20,Protests,Peaceful protest,Protesters (India),South Asia,India,Karimnagar,18.439,79.129,Subnational,0
IND80842,21-Sep-20,Protests,Peaceful protest,Protesters (India),South Asia,India,Changsari,26.254,91.692,Subnational,0
IND80694,21-Sep-20,Protests,Peaceful protest,Protesters (India),South Asia,India,Palghar,19.697,72.765,National,0
IND81154,21-Sep-20,Protests,Peaceful protest,Protesters (India),South Asia,India,Udaipur,23.533,91.483,Subnational,0
IND80768,21-Sep-20,Protests,Protest with intervention,Protesters (India),South Asia,India,Agartala,23.833,91.286,National,0
IND80769,21-Sep-20,Protests,Peaceful protest,Protesters (India),South Asia,India,Agartala,23.833,91.286,Subnational,0
IND80504,21-Sep-20,Protests,Protest with intervention,Protesters (India),South Asia,India,Ambernath,19.186,73.199,National,0
IND80625,21-Sep-20,Protests,Protest with intervention,Protesters (India),South Asia,India,Kalyan,19.244,73.135,National,0
IND80746,21-Sep-20,Protests,Protest with intervention,Protesters (India),South Asia,India,Thane,19.197,72.964,National,0
IND80844,22-Sep-20,Protests,Peaceful protest,Protesters (India),South Asia,India,Charari Sharief,33.863,74.766,Subnational,0
IND81134,22-Sep-20,Protests,Peaceful protest,Protesters (India),South Asia,India,Srinagar,34.086,74.806,Subnational,0
IND80770,22-Sep-20,Protests,Peaceful protest,Protesters (India),South Asia,India,Agartala,23.833,91.286,Subnational,0
IND81110,22-Sep-20,Protests,Peaceful protest,Protesters (India),South Asia,India,Shimla,31.104,77.167,Subnational,0
IND80924,22-Sep-20,Protests,Peaceful protest,Protesters (India),South Asia,India,Jalandhar,31.326,75.579,Subnational,0
IND80789,23-Sep-20,Protests,Peaceful protest,Protesters (India),South Asia,India,Anantnag,33.73,75.15,Subnational,0
IND80979,23-Sep-20,Protests,Peaceful protest,Protesters (India),South Asia,India,Kishtwar,33.313,75.767,Subnational,0
IND80803,23-Sep-20,Protests,Peaceful protest,Protesters (India),South Asia,India,Baramulla,34.209,74.343,Subnational,0
IND81077,23-Sep-20,Protests,Peaceful protest,Protesters (India),South Asia,India,Rajouri,33.25,74.25,Subnational,0
IND81135,23-Sep-20,Protests,Peaceful protest,Protesters (India),South Asia,India,Srinagar,34.086,74.806,Subnational,0
IND81068,23-Sep-20,Protests,Peaceful protest,Protesters (India),South Asia,India,Pulwama,33.874,74.9,Subnational,0
IND80989,23-Sep-20,Protests,Peaceful protest,Protesters (India),South Asia,India,Kulgam,33.645,75.019,Subnational,0
IND80823,23-Sep-20,Protests,Peaceful protest,Protesters (India),South Asia,India,Budgam,34.015,74.721,Subnational,0
IND81085,23-Sep-20,Protests,Peaceful protest,Protesters (India),South Asia,India,Reasi,33.079,74.834,Subnational,0
IND81155,23-Sep-20,Protests,Peaceful protest,Protesters (India),South Asia,India,Udhampur,32.924,75.136,Subnational,0
IND80935,23-Sep-20,Protests,Peaceful protest,Protesters (India),South Asia,India,Jammu,32.736,74.869,Subnational,0
IND81097,23-Sep-20,Protests,Peaceful protest,Protesters (India),South Asia,India,Samba,32.562,75.12,Subnational,0
IND80970,23-Sep-20,Protests,Protest with intervention,Protesters (India),South Asia,India,Katra,32.992,74.932,Subnational,0
IND80872,23-Sep-20,Protests,Peaceful protest,Protesters (India),South Asia,India,Doda,33.145,75.564,Subnational,0
IND81114,23-Sep-20,Protests,Peaceful protest,Protesters (India),South Asia,India,Shopian,33.717,74.834,Subnational,0
IND80887,23-Sep-20,Protests,Peaceful protest,Protesters (India),South Asia,India,Ganderbal,34.226,74.775,Subnational,0
IND80992,23-Sep-20,Protests,Peaceful protest,Protesters (India),South Asia,India,Kupwara,34.526,74.255,Subnational,0
IND80967,23-Sep-20,Protests,Peaceful protest,Protesters (India),South Asia,India,Kathua,32.387,75.517,Subnational,0
IND80519,23-Sep-20,Protests,Peaceful protest,Protesters (India),South Asia,India,Bengaluru,12.972,77.594,Subnational-National,0
IND80559,23-Sep-20,Protests,Peaceful protest,Protesters (India),South Asia,India,Dhanbad,23.802,86.443,National,0
IND81136,23-Sep-20,Protests,Peaceful protest,Protesters (India),South Asia,India,Srinagar,34.086,74.806,Subnational,0
IND80949,23-Sep-20,Protests,Peaceful protest,Protesters (India),South Asia,India,Jorhat,26.746,94.204,Subnational,0
IND81065,23-Sep-20,Protests,Peaceful protest,Protesters (India),South Asia,India,Poonch,33.77,74.092,Subnational,0
IND80799,23-Sep-20,Protests,Peaceful protest,Protesters (India),South Asia,India,Bandipora,34.417,74.643,Subnational,0
IND81079,23-Sep-20,Protests,Peaceful protest,Protesters (India),South Asia,India,Ramban,33.243,75.235,Subnational,0
IND80899,24-Sep-20,Protests,Peaceful protest,Protesters (India),South Asia,India,Gund,34.259,75.087,Subnational,0
IND80560,24-Sep-20,Protests,Peaceful protest,Protesters (India),South Asia,India,Dharmapuri,12.128,78.158,Subnational,0
IND80600,24-Sep-20,Protests,Peaceful protest,Protesters (India),South Asia,India,Hyderabad,17.384,78.456,Subnational,0
IND80865,24-Sep-20,Protests,Peaceful protest,Protesters (India),South Asia,India,Dharamsala,32.22,76.32,Subnational,0
IND81111,24-Sep-20,Protests,Peaceful protest,Protesters (India),South Asia,India,Shimla,31.104,77.167,Subnational,0
IND80707,24-Sep-20,Protests,Peaceful protest,Protesters (India),South Asia,India,Pune,18.52,73.855,National,0
IND80938,25-Sep-20,Protests,Peaceful protest,Protesters (India),South Asia,India,Jammu,32.736,74.869,Subnational,0
IND80502,25-Sep-20,Protests,Peaceful protest,Protesters (India),South Asia,India,Alappuzha,9.49,76.326,National,0
IND80897,25-Sep-20,Protests,Peaceful protest,Protesters (India),South Asia,India,Gossaigaon,26.437,89.977,Subnational,0
IND80538,26-Sep-20,Protests,Peaceful protest,Protesters (India),South Asia,India,Bokaro,23.667,86.148,National,0
IND81084,26-Sep-20,Protests,Peaceful protest,Protesters (India),South Asia,India,Rangia,26.437,91.62,Subnational,0
IDN3694,01-Feb-20,Protests,Peaceful protest,Protesters (Indonesia),Southeast Asia,Indonesia,Seleman,4.007,108.226,National,0
IDN3695,02-Feb-20,Riots,Violent demonstration,Rioters (Indonesia),Southeast Asia,Indonesia,Ranai Kota,3.939,108.377,National,0
IDN3698,03-Feb-20,Protests,Peaceful protest,Protesters (Indonesia),Southeast Asia,Indonesia,Ranai Kota,3.939,108.377,National,0
IDN3887,17-Mar-20,Protests,Peaceful protest,Protesters (Indonesia),Southeast Asia,Indonesia,Yabansai,-2.576,140.642,National,0
IDN3897,19-Mar-20,Strategic developments,Change to group/activity,Police Forces of Indonesia (2014-),Southeast Asia,Indonesia,Jakarta,-6.215,106.845,National,0
IDN3892,19-Mar-20,Protests,Peaceful protest,Protesters (Indonesia),Southeast Asia,Indonesia,Kenanga,-1.924,106.116,National,0
IDN3895,20-Mar-20,Protests,Protest with intervention,Protesters (Indonesia),Southeast Asia,Indonesia,Bonggoeya,-4.004,122.505,National,0
IDN3908,23-Mar-20,Protests,Protest with intervention,Protesters (Indonesia),Southeast Asia,Indonesia,Mandonga,-3.957,122.513,National,0
IDN3907,23-Mar-20,Strategic developments,Other,Protesters (Indonesia),Southeast Asia,Indonesia,Gambir,-6.176,106.814,National,0
IDN3900,24-Mar-20,Riots,Violent demonstration,Rioters (Indonesia),Southeast Asia,Indonesia,Karangsono,-7.57,111.446,National,0
IDN3910,26-Mar-20,Strategic developments,Change to group/activity,Government of Indonesia (2014-),Southeast Asia,Indonesia,Denpasar,-8.65,115.217,National,0
IDN3909,26-Mar-20,Strategic developments,Other,Protesters (Indonesia),Southeast Asia,Indonesia,Gambir,-6.176,106.814,National,0
IDN3902,26-Mar-20,Protests,Peaceful protest,Protesters (Indonesia),Southeast Asia,Indonesia,Karangjati,-6.959,111.427,National,0
IDN3903,26-Mar-20,Strategic developments,Change to group/activity,Government of Indonesia (2014-),Southeast Asia,Indonesia,Sentani,-2.569,140.513,National,0
IDN3911,27-Mar-20,Strategic developments,Change to group/activity,Government of Indonesia (2014-),Southeast Asia,Indonesia,Manokwari,-0.863,134.064,Subnational,0
IDN3914,29-Mar-20,Protests,Peaceful protest,Protesters (Indonesia),Southeast Asia,Indonesia,Gununggede,-7.402,108.21,National,0
IDN3919,30-Mar-20,Protests,Peaceful protest,Protesters (Indonesia),Southeast Asia,Indonesia,Depok,-6.398,106.812,National,0
IDN3916,30-Mar-20,Riots,Violent demonstration,Rioters (Indonesia),Southeast Asia,Indonesia,Unipo,-3.612,135.924,National,0
IDN3929,31-Mar-20,Protests,Protest with intervention,Protesters (Indonesia),Southeast Asia,Indonesia,Sinyonyoi,-2.571,119.043,National,0
IDN3930,31-Mar-20,Protests,Peaceful protest,Protesters (Indonesia),Southeast Asia,Indonesia,Antang,-5.159,119.481,National,0
IDN3927,31-Mar-20,Protests,Peaceful protest,Protesters (Indonesia),Southeast Asia,Indonesia,Karangtengah,-7.328,109.131,National,0
IDN3928,31-Mar-20,Protests,Protest with intervention,Protesters (Indonesia),Southeast Asia,Indonesia,Wangirja,-4.517,136.8,National,0
IDN3925,31-Mar-20,Protests,Peaceful protest,Protesters (Indonesia),Southeast Asia,Indonesia,Wangon,-7.512,109.052,National,0
IDN3921,31-Mar-20,Protests,Peaceful protest,Protesters (Indonesia),Southeast Asia,Indonesia,East Purwokerto,-7.42,109.244,National,0
IDN3922,31-Mar-20,Protests,Peaceful protest,Protesters (Indonesia),Southeast Asia,Indonesia,South Purwokerto,-7.447,109.24,National,0
IDN3920,31-Mar-20,Protests,Peaceful protest,Protesters (Indonesia),Southeast Asia,Indonesia,Baru City,-5.416,105.268,National,0
IDN3926,31-Mar-20,Protests,Peaceful protest,Protesters (Indonesia),Southeast Asia,Indonesia,Tumiyang,-7.324,109.121,National,0
