EVENT_ID_CNTY,EVENT_DATE,EVENT_TYPE,SUB_EVENT_TYPE,ACTOR1,REGION,COUNTRY,LOCATION,LATITUDE,LONGITUDE,SOURCE_SCALE,FATALITIES
XKX325,13-Mar-20,Strategic developments,Change to group/activity,Government of Kosovo (2020-),Europe,Kosovo,Pristina,42.667,21.172,National,0
XKX326,19-Mar-20,Protests,Peaceful protest,Protesters (Kosovo),Europe,Kosovo,Pristina,42.667,21.172,International,0
XKX327,20-Mar-20,Protests,Peaceful protest,Protesters (Kosovo),Europe,Kosovo,Pristina,42.667,21.172,National,0
XKX328,21-Mar-20,Protests,Peaceful protest,Protesters (Kosovo),Europe,Kosovo,Pristina,42.667,21.172,National,0
XKX329,21-Mar-20,Protests,Peaceful protest,Protesters (Kosovo),Europe,Kosovo,Peja,42.659,20.288,National,0
XKX330,21-Mar-20,Protests,Peaceful protest,Protesters (Kosovo),Europe,Kosovo,Fushe Kosove,42.638,21.093,National,0
XKX331,22-Mar-20,Protests,Peaceful protest,Protesters (Kosovo),Europe,Kosovo,Pristina,42.667,21.172,National,0
XKX333,25-Mar-20,Protests,Peaceful protest,Protesters (Kosovo),Europe,Kosovo,Pristina,42.667,21.172,National,0
XKX334,03-Apr-20,Protests,Peaceful protest,Protesters (Kosovo),Europe,Kosovo,Podujeva,42.911,21.196,National,0
XKX335,11-Apr-20,Strategic developments,Arrests,Police Forces of Kosovo (2020-),Europe,Kosovo,North Mitrovica,42.895,20.865,International,0
XKX340,19-May-20,Protests,Peaceful protest,Protesters (Kosovo),Europe,Kosovo,Pristina,42.667,21.172,Regional,0
XKX346,04-Jun-20,Protests,Peaceful protest,Protesters (Kosovo),Europe,Kosovo,Pristina,42.667,21.172,National,0
XKX348,15-Jun-20,Protests,Peaceful protest,Protesters (Kosovo),Europe,Kosovo,Pristina,42.667,21.172,National,0
XKX351,22-Jun-20,Protests,Peaceful protest,Protesters (Kosovo),Europe,Kosovo,Pristina,42.667,21.172,National,0
XKX360,15-Jul-20,Riots,Mob violence,Rioters (Kosovo),Europe,Kosovo,Pristina,42.667,21.172,National,0
XKX364,23-Jul-20,Protests,Peaceful protest,Protesters (Kosovo),Europe,Kosovo,Gjilan,42.469,21.463,National,0
XKX365,27-Jul-20,Protests,Peaceful protest,Protesters (Kosovo),Europe,Kosovo,Pristina,42.667,21.172,International,0
XKX367,03-Aug-20,Protests,Peaceful protest,Protesters (Kosovo),Europe,Kosovo,Pristina,42.667,21.172,National,0
XKX370,14-Aug-20,Protests,Peaceful protest,Protesters (Kosovo),Europe,Kosovo,Pristina,42.667,21.172,National,0
XKX371,26-Aug-20,Protests,Peaceful protest,Protesters (Kosovo),Europe,Kosovo,Pristina,42.667,21.172,National,0
XKX373,07-Sep-20,Protests,Peaceful protest,Protesters (Kosovo),Europe,Kosovo,Podujeva,42.911,21.196,National,0
XKX374,11-Sep-20,Protests,Peaceful protest,Protesters (Kosovo),Europe,Kosovo,Pristina,42.667,21.172,National,0
AFG44949,22-Mar-20,Strategic developments,Change to group/activity,Government of Afghanistan (2014-),Caucasus and Central Asia,Afghanistan,Nili,33.722,66.13,National,0
AFG44932,25-Mar-20,Strategic developments,Change to group/activity,Government of Afghanistan (2014-),Caucasus and Central Asia,Afghanistan,Zaranj,30.967,61.883,International,0
AFG44930,25-Mar-20,Strategic developments,Change to group/activity,Government of Afghanistan (2014-),Caucasus and Central Asia,Afghanistan,Farah,32.374,62.116,International,0
AFG44931,25-Mar-20,Strategic developments,Change to group/activity,Government of Afghanistan (2014-),Caucasus and Central Asia,Afghanistan,Herat,34.348,62.2,International,0
AFG44951,26-Mar-20,Strategic developments,Change to group/activity,Government of Afghanistan (2014-),Caucasus and Central Asia,Afghanistan,Kandahar,31.613,65.71,National,0
AFG44950,26-Mar-20,Strategic developments,Change to group/activity,Government of Afghanistan (2014-),Caucasus and Central Asia,Afghanistan,Asadabad,34.873,71.147,National,0
AFG44929,27-Mar-20,Strategic developments,Other,Government of Afghanistan (2014-),Caucasus and Central Asia,Afghanistan,Kabul,34.517,69.183,National-International,0
AFG44928,28-Mar-20,Strategic developments,Change to group/activity,Government of Afghanistan (2014-),Caucasus and Central Asia,Afghanistan,Kabul,34.517,69.183,National,0
AFG44952,30-Mar-20,Strategic developments,Change to group/activity,Government of Afghanistan (2014-),Caucasus and Central Asia,Afghanistan,Ghazni,33.551,68.422,National,0
AFG45014,30-Mar-20,Riots,Mob violence,Rioters (Afghanistan),Caucasus and Central Asia,Afghanistan,Herat,34.348,62.2,National,0
AFG44953,31-Mar-20,Strategic developments,Change to group/activity,Government of Afghanistan (2014-),Caucasus and Central Asia,Afghanistan,Fayzabad,36.824,66.458,National,0
AFG45054,08-Apr-20,Strategic developments,Agreement,Government of Afghanistan (2014-),Caucasus and Central Asia,Afghanistan,Bagram,34.967,69.265,Other-National,0
AFG45677,09-Apr-20,Strategic developments,Agreement,Government of Afghanistan (2014-),Caucasus and Central Asia,Afghanistan,Bagram,34.967,69.265,Other-New media,0
AFG45134,11-Apr-20,Strategic developments,Agreement,Government of Afghanistan (2014-),Caucasus and Central Asia,Afghanistan,Bagram,34.967,69.265,Other-National,0
AFG45676,12-Apr-20,Strategic developments,Agreement,Government of Afghanistan (2014-),Caucasus and Central Asia,Afghanistan,Bagram,34.967,69.265,Other-New media,0
AFG45186,15-Apr-20,Strategic developments,Change to group/activity,Government of Afghanistan (2014-),Caucasus and Central Asia,Afghanistan,Kandahar,31.613,65.71,National,0
AFG45247,21-Apr-20,Strategic developments,Change to group/activity,Government of Afghanistan (2014-),Caucasus and Central Asia,Afghanistan,Kabul,34.517,69.183,National,0
AFG45675,21-Apr-20,Strategic developments,Agreement,Government of Afghanistan (2014-),Caucasus and Central Asia,Afghanistan,Kabul,34.517,69.183,Other-New media,0
AFG45674,22-Apr-20,Strategic developments,Agreement,Government of Afghanistan (2014-),Caucasus and Central Asia,Afghanistan,Kabul,34.517,69.183,Other-New media,0
AFG45673,23-Apr-20,Strategic developments,Agreement,Government of Afghanistan (2014-),Caucasus and Central Asia,Afghanistan,Kabul,34.517,69.183,Other-New media,0
AFG45341,28-Apr-20,Protests,Peaceful protest,Protesters (Afghanistan),Caucasus and Central Asia,Afghanistan,Mazar-e Sharif,36.709,67.111,National,0
AFG45431,02-May-20,Strategic developments,Agreement,Government of Afghanistan (2014-),Caucasus and Central Asia,Afghanistan,Pul-e Charkhi Kuhnah,34.544,69.351,Other-New media,0
AFG45867,05-May-20,Protests,Peaceful protest,Protesters (Afghanistan),Caucasus and Central Asia,Afghanistan,Shinwar,34.196,70.832,Subnational,0
AFG45541,05-May-20,Protests,Peaceful protest,Protesters (Afghanistan),Caucasus and Central Asia,Afghanistan,Shinwar,34.196,70.832,National,0
AFG45449,05-May-20,Strategic developments,Other,Government of Afghanistan (2014-),Caucasus and Central Asia,Afghanistan,Kabul,34.517,69.183,National,0
AFG45543,06-May-20,Strategic developments,Other,Government of Afghanistan (2014-),Caucasus and Central Asia,Afghanistan,Pul-e Charkhi Kuhnah,34.544,69.351,National,0
AFG45756,07-May-20,Protests,Peaceful protest,Protesters (Afghanistan),Caucasus and Central Asia,Afghanistan,Jalalabad,34.426,70.452,Subnational,0
AFG45540,09-May-20,Strategic developments,Other,Government of Afghanistan (2014-),Caucasus and Central Asia,Afghanistan,Bagram,34.967,69.265,National,0
AFG45509,09-May-20,Riots,Violent demonstration,Rioters (Afghanistan),Caucasus and Central Asia,Afghanistan,Chaghcharan,34.52,65.251,Local partner-New media,6
AFG46027,31-May-20,Protests,Peaceful protest,Protesters (Afghanistan),Caucasus and Central Asia,Afghanistan,Kabul,34.517,69.183,National,0
AFG46241,25-Jun-20,Protests,Peaceful protest,Protesters (Afghanistan),Caucasus and Central Asia,Afghanistan,Kabul,34.517,69.183,International,0
AFG46445,08-Jul-20,Protests,Peaceful protest,Protesters (Afghanistan),Caucasus and Central Asia,Afghanistan,Kandahar,31.613,65.71,Subnational,0
AFG46781,30-Jul-20,Battles,Armed clash,Military Forces of Afghanistan (2014-),Caucasus and Central Asia,Afghanistan,Spin Boldak,31.006,66.4,Other-National,22
ALB657,13-Mar-20,Strategic developments,Other,Government of Albania (2013-),Europe,Albania,Tirana,41.328,19.819,Regional,0
ALB660,19-Mar-20,Protests,Peaceful protest,Protesters (Albania),Europe,Albania,Vlore,40.467,19.49,National,0
ALB659,19-Mar-20,Protests,Peaceful protest,Protesters (Albania),Europe,Albania,Elbasan,41.112,20.082,National,0
ALB661,22-Mar-20,Protests,Peaceful protest,Protesters (Albania),Europe,Albania,Tirana,41.328,19.819,National,0
ALB662,26-Mar-20,Protests,Peaceful protest,Protesters (Albania),Europe,Albania,Durres,41.323,19.441,National,0
ALB663,28-Mar-20,Protests,Peaceful protest,Protesters (Albania),Europe,Albania,Durres,41.323,19.441,National,0
ALB664,09-Apr-20,Protests,Peaceful protest,Protesters (Albania),Europe,Albania,Tirana,41.328,19.819,National,0
ALB665,09-Apr-20,Protests,Peaceful protest,Protesters (Albania),Europe,Albania,Tirana,41.328,19.819,National,0
ALB670,14-Apr-20,Protests,Peaceful protest,Protesters (Albania),Europe,Albania,Fier,40.724,19.556,National,0
ALB667,15-Apr-20,Protests,Peaceful protest,Protesters (Albania),Europe,Albania,Vlore,40.467,19.49,National,0
ALB669,15-Apr-20,Protests,Peaceful protest,Protesters (Albania),Europe,Albania,Elbasan,41.112,20.082,National,0
ALB672,16-Apr-20,Violence against civilians,Attack,Police Forces of Albania (2013-),Europe,Albania,Vlore,40.467,19.49,National,0
ALB671,17-Apr-20,Protests,Peaceful protest,Protesters (Albania),Europe,Albania,Kamez,41.382,19.76,National,0
ALB666,17-Apr-20,Protests,Peaceful protest,Protesters (Albania),Europe,Albania,Durres,41.323,19.441,National,0
ALB668,17-Apr-20,Protests,Peaceful protest,Protesters (Albania),Europe,Albania,Vlore,40.467,19.49,National,0
ALB673,20-Apr-20,Protests,Peaceful protest,Protesters (Albania),Europe,Albania,Fier,40.724,19.556,National,0
ALB674,22-Apr-20,Protests,Peaceful protest,Protesters (Albania),Europe,Albania,Berat,40.7,19.95,National,0
ALB675,24-Apr-20,Protests,Peaceful protest,Protesters (Albania),Europe,Albania,Topoje,40.763,19.433,National,0
ALB676,24-Apr-20,Protests,Peaceful protest,Protesters (Albania),Europe,Albania,Durres,41.323,19.441,National,0
ALB678,27-Apr-20,Protests,Peaceful protest,Protesters (Albania),Europe,Albania,Fier,40.724,19.556,National,0
ALB677,27-Apr-20,Protests,Peaceful protest,Protesters (Albania),Europe,Albania,Shkoder,42.068,19.513,National,0
ALB679,28-Apr-20,Protests,Peaceful protest,Protesters (Albania),Europe,Albania,Korce,40.619,20.781,National,0
ALB681,01-May-20,Protests,Protest with intervention,Protesters (Albania),Europe,Albania,Fier,40.724,19.556,National,0
ALB680,01-May-20,Protests,Peaceful protest,Protesters (Albania),Europe,Albania,Durres,41.323,19.441,National,0
ALB683,04-May-20,Protests,Peaceful protest,Protesters (Albania),Europe,Albania,Fier,40.724,19.556,National,0
ALB682,04-May-20,Protests,Peaceful protest,Protesters (Albania),Europe,Albania,Sarande,39.876,20.005,National,0
ALB684,04-May-20,Protests,Peaceful protest,Protesters (Albania),Europe,Albania,Shkoder,42.068,19.513,National,0
ALB686,06-May-20,Protests,Peaceful protest,Protesters (Albania),Europe,Albania,Durres,41.323,19.441,National,0
ALB689,07-May-20,Protests,Peaceful protest,Protesters (Albania),Europe,Albania,Kucove,40.825,19.953,National,0
ALB690,07-May-20,Protests,Protest with intervention,Protesters (Albania),Europe,Albania,Tirana,41.328,19.819,National,0
ALB688,07-May-20,Protests,Peaceful protest,Protesters (Albania),Europe,Albania,Vlore,40.467,19.49,National,0
ALB687,07-May-20,Protests,Peaceful protest,Protesters (Albania),Europe,Albania,Berat,40.7,19.95,National,0
ALB691,08-May-20,Protests,Protest with intervention,Protesters (Albania),Europe,Albania,Kucove,40.825,19.953,National,0
ALB692,09-May-20,Protests,Protest with intervention,Protesters (Albania),Europe,Albania,Tirana,41.328,19.819,National,0
ALB693,11-May-20,Protests,Peaceful protest,Protesters (Albania),Europe,Albania,Tirana,41.328,19.819,National,0
ALB696,14-May-20,Protests,Peaceful protest,Protesters (Albania),Europe,Albania,Korce,40.619,20.781,National,0
ALB697,14-May-20,Protests,Peaceful protest,Protesters (Albania),Europe,Albania,Fier,40.724,19.556,National,0
ALB698,15-May-20,Protests,Peaceful protest,Protesters (Albania),Europe,Albania,Tirana,41.328,19.819,National,0
ALB699,15-May-20,Protests,Peaceful protest,Protesters (Albania),Europe,Albania,Vlore,40.467,19.49,National,0
ALB701,18-May-20,Protests,Peaceful protest,Protesters (Albania),Europe,Albania,Kruje,41.509,19.793,National,0
ALB711,24-May-20,Protests,Peaceful protest,Protesters (Albania),Europe,Albania,Tirana,41.328,19.819,National,0
ALB710,24-May-20,Protests,Protest with intervention,Protesters (Albania),Europe,Albania,Berat,40.7,19.95,National,0
ALB716,27-May-20,Protests,Peaceful protest,Protesters (Albania),Europe,Albania,Berat,40.7,19.95,National,0
ALB717,29-May-20,Protests,Peaceful protest,Protesters (Albania),Europe,Albania,Vlore,40.467,19.49,National,0
ALB720,02-Jun-20,Protests,Peaceful protest,Protesters (Albania),Europe,Albania,Tirana,41.328,19.819,National,0
ALB725,05-Jun-20,Protests,Peaceful protest,Protesters (Albania),Europe,Albania,Durres,41.323,19.441,National,0
ALB721,05-Jun-20,Protests,Peaceful protest,Protesters (Albania),Europe,Albania,Tirana,41.328,19.819,National,0
ALB728,08-Jun-20,Protests,Peaceful protest,Protesters (Albania),Europe,Albania,Tirana,41.328,19.819,National,0
ALB729,09-Jun-20,Protests,Peaceful protest,Protesters (Albania),Europe,Albania,Fier,40.724,19.556,National,0
ALB727,10-Jun-20,Protests,Peaceful protest,Protesters (Albania),Europe,Albania,Tirana,41.328,19.819,National,0
ALB736,11-Jun-20,Protests,Peaceful protest,Protesters (Albania),Europe,Albania,Tirana,41.328,19.819,National,0
ALB743,17-Jun-20,Protests,Peaceful protest,Protesters (Albania),Europe,Albania,Tirana,41.328,19.819,National,0
ALB739,17-Jun-20,Protests,Peaceful protest,Protesters (Albania),Europe,Albania,Tirana,41.328,19.819,National,0
ALB745,19-Jun-20,Protests,Peaceful protest,Protesters (Albania),Europe,Albania,Kavaje,41.186,19.557,National,0
ALB747,23-Jun-20,Protests,Peaceful protest,Protesters (Albania),Europe,Albania,Fier,40.724,19.556,National,0
ALB748,23-Jun-20,Protests,Peaceful protest,Protesters (Albania),Europe,Albania,Vlore,40.467,19.49,National,0
ALB658,24-Jun-20,Strategic developments,Change to group/activity,Government of Albania (2013-),Europe,Albania,Tirana,41.328,19.819,Regional,0
ALB746,24-Jun-20,Protests,Protest with intervention,Protesters (Albania),Europe,Albania,Tirana,41.328,19.819,National,0
ALB753,03-Jul-20,Protests,Protest with intervention,Protesters (Albania),Europe,Albania,Tirana,41.328,19.819,National,0
ALB754,07-Jul-20,Protests,Peaceful protest,Protesters (Albania),Europe,Albania,Patos,40.678,19.656,National,0
ALB757,20-Jul-20,Protests,Peaceful protest,Protesters (Albania),Europe,Albania,Tirana,41.328,19.819,National,0
ALB756,21-Jul-20,Riots,Violent demonstration,Rioters (Albania),Europe,Albania,Tirana,41.328,19.819,National,0
ALB758,22-Jul-20,Protests,Peaceful protest,Protesters (Albania),Europe,Albania,Vlore,40.467,19.49,National,0
ALB760,28-Jul-20,Protests,Peaceful protest,Protesters (Albania),Europe,Albania,Patos,40.678,19.656,National,0
ALB762,13-Aug-20,Protests,Peaceful protest,Protesters (Albania),Europe,Albania,Kakavija,39.908,20.358,National,0
ALB767,01-Sep-20,Protests,Peaceful protest,Protesters (Albania),Europe,Albania,Sukth,41.423,19.544,National,0
ALB774,24-Sep-20,Protests,Peaceful protest,Protesters (Albania),Europe,Albania,Tirana,41.328,19.819,National,0
ALG8514,15-Mar-20,Protests,Peaceful protest,Protesters (Algeria),Northern Africa,Algeria,Blida,36.469,2.829,National,0
ALG8518,17-Mar-20,Protests,Peaceful protest,Protesters (Algeria),Northern Africa,Algeria,Bouira,36.38,3.901,National,0
ALG8573,17-Mar-20,Strategic developments,Change to group/activity,Government of Algeria (2019-),Northern Africa,Algeria,Algiers,36.752,3.042,National,0
ALG8492,18-Mar-20,Protests,Peaceful protest,Protesters (Algeria),Northern Africa,Algeria,Bordj Bou Arreridj,36.073,4.761,National,0
ALG8555,22-Mar-20,Protests,Peaceful protest,Protesters (Algeria),Northern Africa,Algeria,Annaba,36.9,7.767,National,0
ALG8574,24-Mar-20,Strategic developments,Change to group/activity,Government of Algeria (2019-),Northern Africa,Algeria,Algiers,36.752,3.042,Regional,0
ALG8569,29-Mar-20,Protests,Peaceful protest,Protesters (Algeria),Northern Africa,Algeria,Remchi,35.062,-1.434,National,0
ALG8571,30-Mar-20,Protests,Peaceful protest,Protesters (Algeria),Northern Africa,Algeria,Teniet El Abed,35.283,6.249,National,0
ALG8572,31-Mar-20,Protests,Peaceful protest,Protesters (Algeria),Northern Africa,Algeria,Biskra,34.85,5.728,National,0
ALG8575,04-Apr-20,Protests,Peaceful protest,Protesters (Algeria),Northern Africa,Algeria,Bouchegouf,36.472,7.73,National,0
ALG8576,06-Apr-20,Protests,Peaceful protest,Protesters (Algeria),Northern Africa,Algeria,Draa Errich,36.86,7.517,National,0
ALG8577,07-Apr-20,Protests,Peaceful protest,Protesters (Algeria),Northern Africa,Algeria,Tlemcen,34.878,-1.315,National,0
ALG8582,13-Apr-20,Protests,Peaceful protest,Protesters (Algeria),Northern Africa,Algeria,Guelma,36.462,7.426,National,0
ALG8585,15-Apr-20,Protests,Peaceful protest,Protesters (Algeria),Northern Africa,Algeria,Biskra,34.85,5.728,National,0
ALG8586,16-Apr-20,Protests,Peaceful protest,Protesters (Algeria),Northern Africa,Algeria,Slim,34.895,3.735,National,0
ALG8615,16-Apr-20,Protests,Peaceful protest,Protesters (Algeria),Northern Africa,Algeria,Khenchela,35.436,7.143,National,0
ALG8587,19-Apr-20,Protests,Peaceful protest,Protesters (Algeria),Northern Africa,Algeria,Algiers,36.752,3.042,National,0
ALG8588,21-Apr-20,Protests,Peaceful protest,Protesters (Algeria),Northern Africa,Algeria,Oran,35.691,-0.642,National,0
ALG8589,22-Apr-20,Protests,Peaceful protest,Protesters (Algeria),Northern Africa,Algeria,Oran,35.691,-0.642,National,0
ALG8591,27-Apr-20,Protests,Peaceful protest,Protesters (Algeria),Northern Africa,Algeria,El Hassi,36.178,5.458,National,0
ALG8592,28-Apr-20,Protests,Peaceful protest,Protesters (Algeria),Northern Africa,Algeria,Mostaganem,35.933,0.083,National,0
ALG8594,29-Apr-20,Protests,Peaceful protest,Protesters (Algeria),Northern Africa,Algeria,Theniet El Had,35.667,1.817,National,0
ALG8598,03-May-20,Protests,Peaceful protest,Protesters (Algeria),Northern Africa,Algeria,El Bouni,36.853,7.744,National,0
ALG8602,04-May-20,Protests,Peaceful protest,Protesters (Algeria),Northern Africa,Algeria,El Bouni,36.853,7.744,National,0
ALG8603,04-May-20,Protests,Peaceful protest,Protesters (Algeria),Northern Africa,Algeria,Jijel,36.8,5.767,National,0
ALG8625,12-May-20,Protests,Peaceful protest,Protesters (Morocco),Northern Africa,Algeria,Oran,35.691,-0.642,Regional,0
ALG8624,12-May-20,Protests,Peaceful protest,Protesters (Algeria),Northern Africa,Algeria,La Zone Bellara,36.745,6.251,National,0
ALG8629,14-May-20,Protests,Peaceful protest,Protesters (Algeria),Northern Africa,Algeria,Bejaia,36.75,5.083,National,0
ALG8631,14-May-20,Riots,Violent demonstration,Rioters (Algeria),Northern Africa,Algeria,Ouacifs,36.522,4.205,National,0
ALG8653,16-May-20,Riots,Mob violence,Rioters (Algeria),Northern Africa,Algeria,Tamanrasset,22.785,5.523,National,0
ALG8654,17-May-20,Protests,Peaceful protest,Protesters (Algeria),Northern Africa,Algeria,Ras El Oued,35.944,5.031,National,0
ALG8655,17-May-20,Protests,Peaceful protest,Protesters (Algeria),Northern Africa,Algeria,Tlemcen,34.878,-1.315,National,0
ALG8670,26-May-20,Protests,Peaceful protest,Protesters (Algeria),Northern Africa,Algeria,M'Cif,35.335,4.761,National,0
ALG8674,27-May-20,Protests,Peaceful protest,Protesters (Algeria),Northern Africa,Algeria,Tlemcen,34.878,-1.315,National,0
ALG8677,30-May-20,Protests,Peaceful protest,Protesters (Algeria),Northern Africa,Algeria,El Eulma,36.153,5.69,National,0
ALG8695,31-May-20,Protests,Peaceful protest,Protesters (Algeria),Northern Africa,Algeria,Ghardaia,32.491,3.674,National,0
ALG8697,31-May-20,Protests,Peaceful protest,Protesters (Algeria),Northern Africa,Algeria,Batna,35.555,6.179,National,0
ALG8696,31-May-20,Protests,Peaceful protest,Protesters (Algeria),Northern Africa,Algeria,Bejaia,36.75,5.083,National,0
ALG8698,31-May-20,Protests,Peaceful protest,Protesters (Algeria),Northern Africa,Algeria,Boghni,36.542,3.953,National,0
ALG8693,31-May-20,Protests,Peaceful protest,Protesters (Algeria),Northern Africa,Algeria,Sidi Bel Abbes,35.194,-0.641,National,0
ALG8678,01-Jun-20,Protests,Peaceful protest,Protesters (Algeria),Northern Africa,Algeria,Oran,35.691,-0.642,National,0
ALG8687,02-Jun-20,Protests,Peaceful protest,Protesters (Algeria),Northern Africa,Algeria,Bejaia,36.75,5.083,National,0
ALG8691,03-Jun-20,Protests,Peaceful protest,Protesters (Algeria),Northern Africa,Algeria,Constantine,36.365,6.615,National,0
ALG8704,04-Jun-20,Protests,Peaceful protest,Protesters (Algeria),Northern Africa,Algeria,Tizi Ouzou,36.712,4.046,National,0
ALG8680,06-Jun-20,Protests,Peaceful protest,Protesters (Algeria),Northern Africa,Algeria,Batna,35.555,6.179,National,0
ALG8681,06-Jun-20,Protests,Peaceful protest,Protesters (Algeria),Northern Africa,Algeria,Ain Temouchent,35.303,-1.145,National,0
ALG8708,07-Jun-20,Protests,Peaceful protest,Protesters (Libya),Northern Africa,Algeria,Deb Deb,29.985,9.434,National,0
ALG8709,07-Jun-20,Protests,Peaceful protest,Protesters (Algeria),Northern Africa,Algeria,Tlemcen,34.878,-1.315,National,0
ALG8712,08-Jun-20,Protests,Peaceful protest,Protesters (Algeria),Northern Africa,Algeria,Boumerdes,36.766,3.477,National,0
ALG8716,09-Jun-20,Protests,Peaceful protest,Protesters (Algeria),Northern Africa,Algeria,Bouira,36.38,3.901,National,0
ALG8728,11-Jun-20,Protests,Peaceful protest,Protesters (Algeria),Northern Africa,Algeria,Tiaret,35.376,1.313,National,0
ALG8727,11-Jun-20,Riots,Violent demonstration,Rioters (Algeria),Northern Africa,Algeria,Ain Errich,34.675,4.09,National,0
ALG8732,12-Jun-20,Protests,Peaceful protest,Protesters (Algeria),Northern Africa,Algeria,Biskra,34.85,5.728,National,0
ALG8737,13-Jun-20,Protests,Peaceful protest,Protesters (Algeria),Northern Africa,Algeria,Sidi Bel Abbes,35.194,-0.641,National,0
ALG8742,13-Jun-20,Protests,Peaceful protest,Protesters (Algeria),Northern Africa,Algeria,Larbaa,36.589,3.156,National,0
ALG8740,13-Jun-20,Protests,Peaceful protest,Protesters (Algeria),Northern Africa,Algeria,Annaba,36.9,7.767,National,0
ALG8751,14-Jun-20,Protests,Peaceful protest,Protesters (Algeria),Northern Africa,Algeria,Oran,35.691,-0.642,National,0
ALG8756,15-Jun-20,Protests,Protest with intervention,Protesters (Morocco),Northern Africa,Algeria,Algiers,36.752,3.042,National,0
ALG8763,15-Jun-20,Protests,Peaceful protest,Protesters (Algeria),Northern Africa,Algeria,Skikda,36.879,6.907,National,0
ALG8755,15-Jun-20,Protests,Peaceful protest,Protesters (Algeria),Northern Africa,Algeria,Algiers,36.752,3.042,National,0
ALG8779,16-Jun-20,Protests,Peaceful protest,Protesters (Algeria),Northern Africa,Algeria,Tizi Ouzou,36.712,4.046,National,0
ALG9027,16-Jun-20,Protests,Peaceful protest,Protesters (Algeria),Northern Africa,Algeria,Algiers,36.752,3.042,National,0
ALG8811,21-Jun-20,Protests,Peaceful protest,Protesters (Algeria),Northern Africa,Algeria,Bechar,31.617,-2.217,National,0
ALG8838,24-Jun-20,Protests,Peaceful protest,Protesters (Algeria),Northern Africa,Algeria,Annaba,36.9,7.767,National,0
ALG8842,25-Jun-20,Protests,Peaceful protest,Protesters (Algeria),Northern Africa,Algeria,Bordj Menaiel,36.743,3.717,National,0
ALG8851,27-Jun-20,Protests,Peaceful protest,Protesters (Algeria),Northern Africa,Algeria,In Salah,27.197,2.479,National,0
ALG8863,28-Jun-20,Protests,Peaceful protest,Protesters (Algeria),Northern Africa,Algeria,Tlemcen,34.878,-1.315,National,0
ALG8864,29-Jun-20,Protests,Peaceful protest,Protesters (Algeria),Northern Africa,Algeria,El Oued,33.356,6.863,National,0
ALG8871,30-Jun-20,Protests,Peaceful protest,Protesters (Algeria),Northern Africa,Algeria,Merouana,35.631,5.912,National,0
ALG8867,30-Jun-20,Protests,Peaceful protest,Protesters (Algeria),Northern Africa,Algeria,Blida,36.469,2.829,National,0
ALG8870,30-Jun-20,Protests,Peaceful protest,Protesters (Algeria),Northern Africa,Algeria,El Oued,33.356,6.863,National,0
ALG8868,30-Jun-20,Protests,Peaceful protest,Protesters (Algeria),Northern Africa,Algeria,Bouira,36.38,3.901,National,0
ALG8878,02-Jul-20,Protests,Peaceful protest,Protesters (Algeria),Northern Africa,Algeria,Skikda,36.879,6.907,National,0
ALG8888,04-Jul-20,Protests,Peaceful protest,Protesters (Algeria),Northern Africa,Algeria,Biskra,34.85,5.728,National,0
ALG8896,06-Jul-20,Protests,Peaceful protest,Protesters (Algeria),Northern Africa,Algeria,Annaba,36.9,7.767,National,0
ALG8907,06-Jul-20,Protests,Peaceful protest,Protesters (Algeria),Northern Africa,Algeria,Bougaa,36.333,5.088,National,0
ALG8909,06-Jul-20,Protests,Peaceful protest,Protesters (Algeria),Northern Africa,Algeria,Constantine,36.365,6.615,National,0
ALG8898,06-Jul-20,Protests,Peaceful protest,Protesters (Algeria),Northern Africa,Algeria,Batna,35.555,6.179,National,0
ALG8895,06-Jul-20,Protests,Peaceful protest,Protesters (Algeria),Northern Africa,Algeria,Algiers,36.752,3.042,National,0
ALG8899,06-Jul-20,Protests,Peaceful protest,Protesters (Algeria),Northern Africa,Algeria,Biskra,34.85,5.728,National,0
ALG8900,06-Jul-20,Protests,Peaceful protest,Protesters (Algeria),Northern Africa,Algeria,El Guerrarra,32.792,4.5,New media,0
ALG8914,07-Jul-20,Protests,Peaceful protest,Protesters (Algeria),Northern Africa,Algeria,Tizi Ouzou,36.712,4.046,National,0
ALG8912,07-Jul-20,Protests,Peaceful protest,Protesters (Algeria),Northern Africa,Algeria,Sidi Bel Abbes,35.194,-0.641,National,0
ALG8913,07-Jul-20,Protests,Peaceful protest,Protesters (Algeria),Northern Africa,Algeria,Sidi Bel Abbes,35.194,-0.641,National,0
ALG8905,07-Jul-20,Protests,Peaceful protest,Protesters (Algeria),Northern Africa,Algeria,Annaba,36.9,7.767,National,0
ALG8920,08-Jul-20,Protests,Peaceful protest,Protesters (Algeria),Northern Africa,Algeria,Constantine,36.365,6.615,National,0
ALG8924,08-Jul-20,Protests,Peaceful protest,Protesters (Algeria),Northern Africa,Algeria,Sour El Ghozlane,36.148,3.691,National,0
ALG8918,08-Jul-20,Protests,Peaceful protest,Protesters (Algeria),Northern Africa,Algeria,Bechar,31.617,-2.217,National,0
ALG8978,08-Jul-20,Protests,Peaceful protest,Protesters (Algeria),Northern Africa,Algeria,El Oued,33.356,6.863,Regional,0
ALG8919,08-Jul-20,Protests,Peaceful protest,Protesters (Algeria),Northern Africa,Algeria,Biskra,34.85,5.728,National-Regional,0
